,Links,Words
458,https://medportal.ru/mednovosti/covid-19-mozhet-sprovotsirovat-insult-u-patsientov-do-55-let/,covid-19
459,https://medportal.ru/mednovosti/vse-v-tvoih-rukah-5-vazhnyh-faktov-o-gigiene-ruk-v-epohu-cov/,covid-19
460,https://medportal.ru/mednovosti/vaktsiny-pfizer-i-moderna-na-94-zaschischayut-ot-gospitalizatsii-p/,covid-19
461,https://medportal.ru/mednovosti/u-chetverti-gospitalizirovannyh-s-covid/,covid-19
462,https://medportal.ru/mednovosti/neyrodegenerativnye-rasstroystva-i-psihicheskie-narusheniya-pri/,covid-19
463,https://medportal.ru/mednovosti/zhdite-skoro-budem-v-rossii-otmechaetsya-den-rabotnikov-sk/,covid-19
464,https://medportal.ru/mednovosti/smennaya-rabota-uvelichivaet-risk-gospitalizatsii-s-covid/,covid-19
465,https://medportal.ru/mednovosti/veroyatnost-peredachi-sars-cov/,covid-19
466,https://medportal.ru/mednovosti/regulyarnaya-fizicheskaya-aktivnost-na-50-uvelichivaet-effektiv/,covid-19
467,https://medportal.ru/mednovosti/hlorirovannaya-voda-v-basseyne-mozhet-polnostyu-neytralizovat/,гепатит
468,https://medportal.ru/mednovosti/meditsinskiy-zhurnal-otozval-statyu-o-ponizhennom-riske-zarazhen/,covid-19
469,https://medportal.ru/mednovosti/polgoda-posle-covid/,covid-19
470,https://medportal.ru/mednovosti/pyl-s-samym-rasprostranennym-soedineniem-zemnoy-kory-vyzyva/,рак
471,https://medportal.ru/mednovosti/koronavirus-mozhet-vyzyvat-nevrologicheskie-narusheniya-ne-zara/,covid-19
472,https://medportal.ru/mednovosti/mutatsii-koronavirusa-v-svete-tretiey-volny-pandemii-infektsii/,covid-19
473,https://medportal.ru/mednovosti/britanskiy-variant-sars-cov-2-mog-pereyti-k-lyudyam-ot-sobak/,covid-19
474,https://medportal.ru/mednovosti/my-s-toboy-odnoy-krovi-5-vazhnyh-voprosov-o-donorstve/,гепатит
475,https://medportal.ru/mednovosti/v-aeroportu-singapura-nachali-primenyat-dyhatelnye-testy-na/,covid-19
476,https://medportal.ru/mednovosti/porazheniya-serdtsa-posle-covid/,covid-19
477,https://medportal.ru/mednovosti/v-velikobritanii-perebolevshih-covid/,covid-19
478,https://medportal.ru/mednovosti/kak-domashniy-i-rabochiy-stress-otnimayut-zdorovie-u-zhenskogo-s/,covid-19
479,https://medportal.ru/mednovosti/issledovanie-pokazalo-risk-povtornogo-zabolevaniya-covid/,covid-19
480,https://medportal.ru/mednovosti/novye-dannye-o-viruse-sars-cov/,covid-19
481,https://medportal.ru/mednovosti/britanskiy-variant-koronavirusa-vyzyvaet-tyazhelyy-covid/,covid-19
482,https://medportal.ru/mednovosti/uchenye-nashli-svyaz-vozdeystviya-solnechnogo-sveta-so-snizheniem/,covid-19
483,https://medportal.ru/mednovosti/posle-bessimptomnogo-sars-cov/,covid-19
484,https://medportal.ru/mednovosti/na-chto-zhaluyutsya-lyudi-cherez-8-mesyatsev-posle-legkogo-covid-19/,covid-19
485,https://medportal.ru/mednovosti/v-yaponii-vpervye-v-mire-peresadili-legkoe-ot-zhivogo-donora-p/,covid-19
486,https://medportal.ru/mednovosti/bolee-poloviny-rossiyan-namereny-soblyudat-masochnyy-rezhim-dazh/,covid-19
487,https://medportal.ru/mednovosti/fenomen-ade-i-massovaya-vaktsinatsiya-est-li-riski/,гепатит
488,https://medportal.ru/mednovosti/preparat-protiv-glistov-mozhet-okazatsya-sp/,covid-19
489,https://medportal.ru/mednovosti/u-treti-perenesshih-covid/,covid-19
490,https://medportal.ru/mednovosti/gruppa-krovi-nikak-ne-vliyaet-na-risk-zarazheniya-i-tyazhest-tech/,covid-19
491,https://medportal.ru/mednovosti/eksperty-zayavili-o-povyshennoy-opasnosti-britanskogo-shtamma/,covid-19
492,https://medportal.ru/mednovosti/vysokiy-uroven-testosterona-svyazali-s-riskom-melanomy-u-muzh/,рак
493,https://medportal.ru/mednovosti/pandemiya-privela/,covid-19
494,https://medportal.ru/mednovosti/rossiyskie-uchenye-sozdali-pervuyu-v-mire-vaktsinu-protiv-koron/,covid-19
495,https://medportal.ru/mednovosti/v-brazilii-zafiksirovan-rekordnyy-rost-smertey-ot-covid/,covid-19
496,https://medportal.ru/mednovosti/vaktsinatsiya-i-ratsionalnaya-interferonoterapiya-faktory-uspeh/,рак
497,https://medportal.ru/mednovosti/kakoe-kolichestvo-smertey-i-bolezney-svyazano-s-gipodinamiey-v/,инсульт
498,https://medportal.ru/mednovosti/uchenye-oprovergli-vred-samodiagnostiki-cherez-poisk-simptomov/,инсульт
499,https://medportal.ru/mednovosti/shest-neblagopriyatnyh-ishodov-beremennosti-kotorye-uvelichiv/,диабет
500,https://medportal.ru/mednovosti/sars-cov-2-mozhet-popadat-v-organizm-so-slyunoy/,covid-19
501,https://medportal.ru/mednovosti/u-85-patsientov-s-long/,covid-19
502,https://medportal.ru/mednovosti/hirurgi-prizvali-privivat-protiv-covid/,covid-19
503,https://medportal.ru/mednovosti/u-detey-do-10-let-vyrabatyvaetsya-bolshe-antitel-k-sars-cov/,covid-19
504,https://medportal.ru/mednovosti/narusheniya-sna-i-professionalnoe-vygoranie-uvelichivayut-risk/,орви
505,https://medportal.ru/mednovosti/muzhchin-s-tyazhelym-techeniem-covid/,covid-19
506,https://medportal.ru/mednovosti/do-15-patsientov-s-covid/,covid-19
507,https://medportal.ru/mednovosti/uchastniki-ispytaniy-epivakkorony-zayavili-o-neeffektivnosti/,covid-19
508,https://medportal.ru/mednovosti/ptsr-testy-dayut-menshe-lozhno/,covid-19
509,https://medportal.ru/mednovosti/naskolko-vysok-risk-covid-19-esli-v-dome-est-rebenok/,covid-19
510,https://medportal.ru/mednovosti/interferonoterapiya-covid-19-u-detey-teoriya-i-praktika/,covid-19
511,https://medportal.ru/mednovosti/ratsionalnaya-interferonoterapiya-orvi-i-covid-19/,covid-19
512,https://medportal.ru/mednovosti/nespetsificheskaya-profilaktika-orvi-opyt-infektsionista/,covid-19
513,https://medportal.ru/mednovosti/mnogie-infitsirovannye-koronavirusom-ne-zarazny/,covid-19
514,https://medportal.ru/mednovosti/vylechivshiesya-ot-raka-imeyut-povyshennyy-risk-serdechno/,рак
515,https://medportal.ru/mednovosti/vaktsinatsiya-na-fone-dolgogo-kovida-stanet-luchshe-ili-huzhe/,covid-19
516,https://medportal.ru/mednovosti/voz-zayavila-o-neobhodimosti-ne-razluchat-mat-i-novorozhdenno/,covid-19
517,https://medportal.ru/mednovosti/posle-perenesennogo-covid/,covid-19
518,https://medportal.ru/mednovosti/obraz-zhizni-preduprezhdayuschiy-bolezni-serdtsa/,рак
519,https://medportal.ru/mednovosti/uroven-zarazheniya-sars-cov/,covid-19
520,https://medportal.ru/mednovosti/kozhnye-vysypaniya-mogut-byt-edinstvennym-simptomom-covid-19/,covid-19
521,https://medportal.ru/mednovosti/v-rossii-sozdayut-test-dlya-vyyavleniya-antitel-k-sars-cov/,covid-19
522,https://medportal.ru/mednovosti/medlenno-hodyaschie-lyudi-podverzheny-povyshennomu-risku-smertnost/,covid-19
523,https://medportal.ru/mednovosti/novye-infektsionnye-agenty-mogut-vyzyvat-rak-kishechnika/,рак
524,https://medportal.ru/mednovosti/svetyatsya-nogti-perebolevshie-covid/,covid-19
525,https://medportal.ru/mednovosti/v-rossii-sozdali-pervuyu-test/,covid-19
526,https://medportal.ru/mednovosti/u-kazhdoy-desyatoy-beremennoy-ili-nedavno-rodivshey-zhenschiny-dia/,covid-19
527,https://medportal.ru/mednovosti/podrostki-bolshe-podverzheny-zarazheniyu-sars-cov/,covid-19
528,https://medportal.ru/mednovosti/golovokruzhenie-serdtsebienie-obmorok-uchenye-opisali-novoe/,covid-19
529,https://medportal.ru/mednovosti/cherez-skolko-nedel-posle-covid/,covid-19
530,https://medportal.ru/mednovosti/pochemu-nochnaya-rabota-mozhet-uvelichivat-risk-raka/,рак
531,https://medportal.ru/mednovosti/postkovidnyy-sindrom-mozhet-razvivatsya-u-teh-kto-perenes-co/,covid-19
532,https://medportal.ru/mednovosti/difteriya-snova-mozhet-stat-globalnoy-ugrozoy/,covid-19
533,https://medportal.ru/mednovosti/kolhitsin-ne-pokazal-effektivnosti-v-snizhenii-smertnosti-tyazhe/,covid-19
534,https://medportal.ru/mednovosti/koronavirusom-mogut-prosche-zarazhatsya-muzhchiny-kurilschiki-i-p/,covid-19
535,https://medportal.ru/mednovosti/patsienty-s-odnoy-iz-form-leykemii-mogut-ne-vyzdoravlivat-ot/,covid-19
536,https://medportal.ru/mednovosti/pri-pandemii-stala-vstrechatsya-belaya-goryachka-i-rodstvennye-e/,covid-19
537,https://medportal.ru/mednovosti/insult-pri-covid/,инсульт
538,https://medportal.ru/mednovosti/devyat-iz-desyati-smertey-ot-covid/,covid-19
539,https://medportal.ru/mednovosti/testy-na-antigen-k-sars-cov/,covid-19
540,https://medportal.ru/mednovosti/13-rasprostranennyh-mifov-o-vaktsine-protiv-vpch/,рак
541,https://medportal.ru/mednovosti/deti-mogut-nosit-maski-nachinaya-s-chetyreh-mesyatsev-issledov/,covid-19
542,https://medportal.ru/mednovosti/voz-rekomenduet-ne-ispolzovat-gidroksihlorohin-dlya-profila/,covid-19
543,https://medportal.ru/mednovosti/maska-ne-snizhaet-uroven-kisloroda-v-krovi-u-astmatikov/,covid-19
544,https://medportal.ru/mednovosti/preparaty-dlya-lecheniya-artrita-mogut-spasti-tyazhelobolnyh-pats/,covid-19
545,https://medportal.ru/mednovosti/kak-uznat-insult-vo-vremya-pandemii-covid-19-pravila-menyayu/,инсульт
546,https://medportal.ru/mednovosti/razgovory-vo-vremya-strizhki-ili-massazha-povyshayut-risk-zarazhen/,covid-19
547,https://medportal.ru/mednovosti/u-perebolevshih-covid/,covid-19
548,https://medportal.ru/mednovosti/lyudi-v-ochkah-v-2/,covid-19
549,https://medportal.ru/mednovosti/uchitelya-mogut-byt-glavnymi-istochnikami-zarazheniya-sars-cov/,covid-19
550,https://medportal.ru/mednovosti/kak-izzhoga-svyazana-s-riskom-raka-pischevoda-i-raka-gortani/,рак
551,https://medportal.ru/mednovosti/immunitet-posle-legkogo-techeniya-covid/,covid-19
552,https://medportal.ru/mednovosti/hudshiy-stsenariy-pozadi-voz-otmetila-nedelnoe-snizhenie-sm/,covid-19
553,https://medportal.ru/mednovosti/okolo-50-tyazhelyh-patsientov-s-koronavirusom-imeyut-priznaki-p/,covid-19
554,https://medportal.ru/mednovosti/okolo-treti-patsientov-posle-legkogo-techeniya-covid/,covid-19
555,https://medportal.ru/mednovosti/v-rossii-ob-yavili-o-registratsii-tretiey-vaktsiny-ot-koronavir/,covid-19
556,https://medportal.ru/mednovosti/testy-na-antitela-k-sars-cov/,covid-19
557,https://medportal.ru/mednovosti/favipiravir-ne-pokazal-znachitelnogo-snizheniya-smertnosti-pats/,covid-19
558,https://medportal.ru/mednovosti/pandemiya-unesla-bolee-20-5-millionov-let-zhizney-lyudey-v-81-s/,covid-19
559,https://medportal.ru/mednovosti/kakie-diety-i-produkty-luchshe-vsego-preduprezhdayut-rak-tolstoy/,рак
560,https://medportal.ru/mednovosti/iz-rossiyskih-aptek-ischezli-zhiznenno-vazhnye-preparaty-dlya-pa/,covid-19
561,https://medportal.ru/mednovosti/v-mezhdunarodnom-klinicheskom-issledovanii-preparata-polioksi/,covid-19
562,https://medportal.ru/mednovosti/vrachi-obnaruzhili-anomalnye-izmeneniya-v-glazah-patsientov-s-t/,covid-19
563,https://medportal.ru/mednovosti/u-zhenschin-diapazon-normalno-arterialnogo-davleniya-okazalsya/,инсульт
564,https://medportal.ru/mednovosti/predupredit-zarazhenie-covid/,covid-19
565,https://medportal.ru/mednovosti/izrail-zayavil-o-snizhenii-simptomaticheskih-sluchaev-covid/,covid-19
566,https://medportal.ru/mednovosti/u-privityh-ot-grippa-i-pnevmokokka-detey-rezhe-poyavlyayutsya-sim/,covid-19
567,https://medportal.ru/mednovosti/uchenye-nazvali-glavnuyu-prichinu-depressii-u-molodezhi-vo-vremya/,covid-19
568,https://medportal.ru/mednovosti/iz-za_pandemii/,covid-19
569,https://medportal.ru/mednovosti/ne-menee-50-sluchaev-zarazheniya-sars-cov-2-proishodyat-iz/,covid-19
570,https://medportal.ru/mednovosti/populyarnoe-lekarstvo-ot-artrita-snizhaet-risk-smerti-gospital/,covid-19
571,https://medportal.ru/mednovosti/uchenye-popytalis-opisat-superrasprostranitelya-covid-19/,covid-19
572,https://medportal.ru/mednovosti/perenesennye-v-proshlom-sezonnye-prostudy-ne-zaschischayut-ot-sars/,covid-19
573,https://medportal.ru/mednovosti/uchenye-obnaruzhili-rost-zhenskoy-smertnosti-ot-bolezney-serdtsa/,рак
574,https://medportal.ru/mednovosti/kazhdyy-tretiy-patsient-posle-ivl-stradaet-ot-posttravmatichesk/,covid-19
575,https://medportal.ru/mednovosti/u-pozhilyh-lyudey-prediabet-redko-perehodit-v-diabet/,диабет
576,https://medportal.ru/mednovosti/interferon-dlya-skoroy-pomoschi/,орви
577,https://medportal.ru/mednovosti/lyudi-s-dementsiey-vdvoe-chasche-zarazhayutsya-koronavirusom-issle/,covid-19
578,https://medportal.ru/mednovosti/vaktsinatsiya-v-izraile-zamedlila-tempy-rasprostraneniya-koronav/,covid-19
579,https://medportal.ru/mednovosti/lekarstvo-ot-astmy-na-90-snizhaet-risk-gospitalizatsii-pri-co/,covid-19
580,https://medportal.ru/mednovosti/perenesennaya-v-proshlom-pnevmoniya-uvelichivaet-risk-smerti-ot/,диабет
581,https://medportal.ru/mednovosti/lyubiteli-veypinga-mogut-na-17-chasche-rasprostranyat-sars-cov/,covid-19
582,https://medportal.ru/mednovosti/rossiya-podala-zayavku-na-registratsiyu-vaktsiny-sputnik-v-v-ev/,covid-19
583,https://medportal.ru/mednovosti/uchenye-nashli-svyaz-mezhdu-nochnym-osvescheniem-i-rakom-molochnoy/,рак
584,https://medportal.ru/mednovosti/kishechnye-parazity-mogut-potentsialno-snizhat-risk-oslozhneniy/,covid-19
585,https://medportal.ru/mednovosti/minzdrav-sokratil-spisok-lekarstv-dlya-lecheniya-covid-19/,covid-19
586,https://medportal.ru/mednovosti/razrabotka-protivorakovyh-preparatov-vo-vsem-mire-sokratilis/,covid-19
587,https://medportal.ru/mednovosti/nepravilnye-instruktsii-odna-iz-prichin-lozhnootritsatelnyh/,covid-19
588,https://medportal.ru/mednovosti/bolee-poloviny-detey-s-koronavirusom-mogut-stolknutsya-s-pos/,covid-19
589,https://medportal.ru/mednovosti/kofe-i-zelenyy-chay-mogut-snizit-risk-ranney-smerti/,инсульт
590,https://medportal.ru/mednovosti/protsent-bessimptomnyh-sluchaev-covid-19-uvelichivaetsya/,covid-19
591,https://medportal.ru/mednovosti/diagnoz-rak-chto-delat-i-gde-iskat-pomosch/,рак
592,https://medportal.ru/mednovosti/veduschie-onkologi-podelilis-opytom-primeneniya-ingibitorov-cd/,рак
593,https://medportal.ru/mednovosti/smertnost-patsientov-covid/,covid-19
594,https://medportal.ru/mednovosti/risk-oslozhneniy-pri-covid-19-svyazali-s-zabolevaniem-desen/,covid-19
595,https://medportal.ru/mednovosti/lyudi-20/,covid-19
596,https://medportal.ru/mednovosti/lyudyam-s-covid/,covid-19
597,https://medportal.ru/mednovosti/otritsateli-realisty-nakopiteli-buntari-i-vrediteli-opred/,covid-19
598,https://medportal.ru/mednovosti/razrabotchik-vaktsiny-sputnik-v-otsenil-ee-effektivnost-vyshe/,covid-19
599,https://medportal.ru/mednovosti/uchenye-vyyavili-55-dolgosrochnyh-posledstviy-covid-19/,covid-19
600,https://medportal.ru/mednovosti/perebolevshim-lyudyam-mozhet-ponadobitsya-tolko-odna-doza-vaktsi/,covid-19
601,https://medportal.ru/mednovosti/gestatsionnyy-diabet-vdvoe-povyshaet-risk-kaltsinoza-koronarny/,диабет
602,https://medportal.ru/mednovosti/uchenye-uznali-uprazhneniya-v-kakoe-vremya-sutok-silnee-vliyayut/,диабет
603,https://medportal.ru/mednovosti/lekarstva-ot-koronavirusa-nedorogo-v-rossii-aktivizirova/,covid-19
604,https://medportal.ru/mednovosti/sotsialnye-faktor-i-risk-covid-19/,covid-19
605,https://medportal.ru/mednovosti/vse-seriezno-covid/,covid-19
606,https://medportal.ru/mednovosti/kak-chasto-antitela-protiv-koronavirusa-peredayutsya-ot-materi/,covid-19
607,https://medportal.ru/mednovosti/koreyskie-uchenye-nazvali-maksimalnyy-period-zaraznosti-patsi/,covid-19
608,https://medportal.ru/mednovosti/eksperty-nazvali-samye-rasprostranennye-simptomy-zarazheniya/,covid-19
609,https://medportal.ru/mednovosti/patsienty-s-shizofreniey-podverzheny-pochti-trehkratnomu-risku-s/,covid-19
610,https://medportal.ru/mednovosti/chto-proishodit-s-funktsiey-legkih-i-fizicheskoy-vynoslivostyu/,covid-19
611,https://medportal.ru/mednovosti/passivnaya-vaktsina-predotvratila-100-sluchaev-covid/,covid-19
612,https://medportal.ru/mednovosti/kazhdyy-vosmoy-patsient-riskuet-poluchit-depressiyu-ili-insul/,covid-19
613,https://medportal.ru/mednovosti/azitromitsin-okazalsya-absolyutno-bespolezen-pri-legkom-techenii/,covid-19
614,https://medportal.ru/mednovosti/chto-segodnya-izvestno-o-postkovidnom-sindrome/,covid-19
615,https://medportal.ru/mednovosti/u-patsientov-s-tyazhelym-covid/,covid-19
616,https://medportal.ru/mednovosti/kazhdyy-tretiy-zarazhennyy-sars-cov/,covid-19
617,https://medportal.ru/mednovosti/minzdrav-rekomendoval-otlozhit-kesarevo-sechenie-u-beremennyh/,covid-19
618,https://medportal.ru/mednovosti/personalizirovannaya-vaktsina-ot-raka-prodemonstrirovala-dlite/,covid-19
619,https://medportal.ru/mednovosti/risk-smerti-ot-covid-19-v-vozraste-55/,covid-19
620,https://medportal.ru/mednovosti/preparat-predupredil-covid/,covid-19
621,https://medportal.ru/mednovosti/ostorozhnyy-optimizm-v-moskve-razreshili-massovye-meropriyat/,covid-19
622,https://medportal.ru/mednovosti/totsilizumab-okazalsya-neeffektivnym-pri-tyazhelom-covid-19/,covid-19
623,https://medportal.ru/mednovosti/autoimmunnoe-zabolevanie-materi-mozhet-povysit-risk-razvitiya/,диабет
624,https://medportal.ru/mednovosti/nizkaya-fizicheskaya-aktivnost-vo-vremya-pandemii-mozhet-privest/,covid-19
625,https://medportal.ru/mednovosti/antikoagulyantov-vsem-i-seychas/,covid-19
626,https://medportal.ru/mednovosti/ya-privilsya-ot-covid-19-zachem-mne-nosit-masku/,covid-19
627,https://medportal.ru/mednovosti/bashkiriya-pervoy-v-strane-vvodit-antikovidnye-pasporta/,covid-19
628,https://medportal.ru/mednovosti/dobavki-s-vitaminom-d-ne-zaschischayut-prostudy-no-mogut-byt-po/,covid-19
629,https://medportal.ru/mednovosti/priem-metformina-svyazali-s-trehkratnym-snizheniem-smertnosti/,диабет
630,https://medportal.ru/mednovosti/kitayskie-uchenye-predrekli-5-millionov-smertey-ot-covid/,covid-19
631,https://medportal.ru/mednovosti/vaktsiny-protiv-covid-19-chem-privivatsya/,covid-19
632,https://medportal.ru/mednovosti/uchenye-sravnili-zaschitnyy-effekt-posle-perenesennogo-covid/,covid-19
633,https://medportal.ru/mednovosti/naskolko-effektivnaya-nizkouglevodnaya-dieta-pri-saharnom-dia/,диабет
634,https://medportal.ru/mednovosti/roszdravnadzor-ob-yasnil-nevozmozhnost-vaktsinatsii-zarubezhnymi/,covid-19
635,https://medportal.ru/mednovosti/uchenye-svyazali-poteryu-obonyaniya-s-legkim-techeniem-covid-19/,covid-19
636,https://medportal.ru/mednovosti/moskovskie-starsheklassniki-vernutsya-k-ochnomu-obucheniyu-18-yanv/,covid-19
637,https://medportal.ru/mednovosti/kogda-mozhno-idti-na-planovuyu-operatsiyu-posle-covid-19/,covid-19
638,https://medportal.ru/mednovosti/uvelichenie-fizicheskih-nagruzok-v-pervom-trimestre-snizhaet-ri/,диабет
639,https://medportal.ru/mednovosti/risk-raka-prostaty-nizhe-u-teh-kto-piet-mnogo-kofe/,рак
640,https://medportal.ru/mednovosti/uchenye-vyyavili-opasnye-osobennosti-pnevmonii-pri-covid-19/,covid-19
641,https://medportal.ru/mednovosti/osobennosti-mikrobioty-kishechnika-svyazali-s-riskom-tyazhelogo-t/,covid-19
642,https://medportal.ru/mednovosti/uchenye-nauchilis-opredelyat-pereydet-li-prediabet-v-saharny/,диабет
643,https://medportal.ru/mednovosti/bolshinstvo-patsientov-s-covid/,covid-19
644,https://medportal.ru/mednovosti/uchenye-opisali-peredachu-raka-ot-materi-rebenku-pri-rodah/,рак
645,https://medportal.ru/mednovosti/naskolko-vysok-risk-zarazheniya-koronavirusa-ot-bessimptomnog/,covid-19
646,https://medportal.ru/mednovosti/god-spustya-pyat-veschey-kotorye-my-do-sih-por-ne-znaem-o-kor/,covid-19
647,https://medportal.ru/mednovosti/tatyana-golikova-ob-yavila-novye-dannye-o-smertnosti-ot-covid/,covid-19
648,https://medportal.ru/mednovosti/v-spisok-pogibshih-ot-covid/,covid-19
649,https://medportal.ru/mednovosti/ozhirenie-svyazali-s-povyshennym-riskom-zarazheniya-sars-cov/,covid-19
650,https://medportal.ru/mednovosti/chto-izvestno-o-covid-19-u-detey-k-kontsu-goda/,covid-19
651,https://medportal.ru/mednovosti/poka-ne-pozdno-kak-raspoznat-opuholi-golovy-i-shei/,рак
652,https://medportal.ru/mednovosti/uchenye-nazvali-rasprostranennyy-toksin-kotoryy-uvelichivaet/,covid-19
653,https://medportal.ru/mednovosti/v-moskve-razreshili-vaktsinatsiyu-ot-covid/,covid-19
654,https://medportal.ru/mednovosti/uchenye-otsenili-veroyatnost-peredachi-sars-cov/,covid-19
655,https://medportal.ru/mednovosti/5-vazhnyh-voprosov-o-gastroskopii/,рак
656,https://medportal.ru/mednovosti/posle-perenesennoy-infektsii-veroyatnost-snova-zabolet-covid/,covid-19
657,https://medportal.ru/mednovosti/uchenye-koronavirus-s-novoy-mutatsiey-na-56-zaraznee/,covid-19
658,https://medportal.ru/mednovosti/immunitet-protiv-koronavirusa-sohranyaetsya-ne-menee-vosmi-me/,covid-19
659,https://medportal.ru/mednovosti/lyudi-s-sindromom-dauna-imeyut-desyatikratnyy-risk-smertnosti-o/,covid-19
660,https://medportal.ru/mednovosti/smertnost-ot-covid/,covid-19
661,https://medportal.ru/mednovosti/v-rossii-vyyavili-novye-osobennosti-vyrabotki-antitel-k-koron/,covid-19
662,https://medportal.ru/mednovosti/kak-zaschititsya-ot-covid-19-i-zachem-nam-nuzhen-interferon/,covid-19
663,https://medportal.ru/mednovosti/molodye-lyudi-stali-chasche-umirat-na-fone-pandemii/,covid-19
664,https://medportal.ru/mednovosti/protivozachatochnye-tabletki-snizhayut-risk-razvitiya-raka-yaichnik/,рак
665,https://medportal.ru/mednovosti/deti-chasche-zarazhayutsya-sars-cov/,covid-19
666,https://medportal.ru/mednovosti/vaktsinatsiyu-ot-covid/,covid-19
667,https://medportal.ru/mednovosti/uchenye-vyyavili-povyshennyy-risk-zarazheniya-sars-cov/,covid-19
668,https://medportal.ru/mednovosti/uchenye-beskontaktnyy-termometr/,covid-19
669,https://medportal.ru/mednovosti/kazhdyy-desyatyy-zhitel-ispanii-zarazilsya-sars-cov/,covid-19
670,https://medportal.ru/mednovosti/uchenye-nazvali-vozmozhnyy-faktor-riska-raka-legkogo-u-nekuryasch/,рак
671,https://medportal.ru/mednovosti/chem-ranshe-razvivaetsya-diabet-2-tipa-tem-tyazhelee-ego-posled/,диабет
672,https://medportal.ru/mednovosti/uchenye-ne-podtverdili-effektivnost-azitromitsina-dlya-lecheniya/,covid-19
673,https://medportal.ru/mednovosti/kogda-samyy-vysokiy-risk-oslozhneniy-i-smerti-posle-gospitali/,covid-19
674,https://medportal.ru/mednovosti/v-moskve-obuchili-neyronnuyu-set-diagnostirovat-porazhenie-le/,covid-19
675,https://medportal.ru/mednovosti/priem-biodobavok-mozhet-snizit-risk-zarazheniya-sars-cov/,covid-19
676,https://medportal.ru/mednovosti/diareya-pri-covid-19/,covid-19
677,https://medportal.ru/mednovosti/pri-tyazhelom-covid/,covid-19
678,https://medportal.ru/mednovosti/v-moskve-gotovyatsya-privivat-sotrudnikov-mfts-sfery-uslug-t/,covid-19
679,https://medportal.ru/mednovosti/dva-proizvoditelya-vybyli-iz-mirovoy-gonki-za-vaktsinoy-ot-cov/,covid-19
680,https://medportal.ru/mednovosti/uchenye-vyyasnili-kakie-zhivotnye-naibolee-chuvstvitelny-k-sar/,covid-19
681,https://medportal.ru/mednovosti/nado-nemnogo-peredelat-depressiyu-v-detstve-i-otrochestve-svya/,диабет
682,https://medportal.ru/mednovosti/v-ssha-odobrili-bezretsepturnyy-test-na-covid/,covid-19
683,https://medportal.ru/mednovosti/effektivnost-vaktsiny-pfizer-protiv-covid/,covid-19
684,https://medportal.ru/mednovosti/muzhchiny-i-tyazhelyy-covid-19-vse-deystvitelno-seriezno/,covid-19
685,https://medportal.ru/mednovosti/nedodelano-uchenye-sravnili-effektivnost-operatsii-i-antibiot/,covid-19
686,https://medportal.ru/mednovosti/covid-19-stal-veduschey-prichinoy-smertnosti-v-ssha/,covid-19
687,https://medportal.ru/mednovosti/uchenye-opisali-sluchay-covid-19-u-identichnyh-bliznetsov/,covid-19
688,https://medportal.ru/mednovosti/effektivnost-i-bezopasnost-oksfordskoy-vaktsiny-protiv-covi/,covid-19
689,https://medportal.ru/mednovosti/kak-evolyutsioniruyut-simptomy-dolgogo-kovida/,covid-19
690,https://medportal.ru/mednovosti/razgovory-vo-vremya-edy-mogut-uvelichit-risk-zarazheniya-sars/,covid-19
691,https://medportal.ru/mednovosti/petrovaks-i-cansino-biologics-nachali-klinicheskoe-issledova/,covid-19
692,https://medportal.ru/mednovosti/preparat-ot-grippa-ostanovil-rasprostranenie-sars-cov/,covid-19
693,https://medportal.ru/mednovosti/uchenye-soobschili-o-prodolzhitelnosti-immuniteta-u-privityh-va/,covid-19
694,https://medportal.ru/mednovosti/vyzyvaet-li-koronavirus-vyzvat-bolezn-parkinsona-rano-del/,covid-19
695,https://medportal.ru/mednovosti/v-amerike-razreshili-sokratit-karantin-posle-kontakta-s-bol/,covid-19
696,https://medportal.ru/mednovosti/v-moskve-otkrylas-zapis-na-vaktsinatsiyu-ot-covid/,covid-19
697,https://medportal.ru/mednovosti/uchenye-nazvali-glavnyy-faktor-riska-gospitalizatsii-pri-covid/,covid-19
698,https://medportal.ru/mednovosti/eko-protezirovanie-psihoterapiya-kakie-uslugi-mozhno-bespla/,гепатит
699,https://medportal.ru/mednovosti/bolee-treti-detey-perenosyat-sars-cov-2-bessimptomno/,covid-19
700,https://medportal.ru/mednovosti/zarazhenie-koronavirusom-v-ssha-nachalos-esche-v-dekabre/,covid-19
701,https://medportal.ru/mednovosti/obschestvenniki-zayavili-o-massovom-uvolnenii-vrachey-iz-moskov/,covid-19
702,https://medportal.ru/mednovosti/5-obnadezhivayuschih-faktov-o-vich-infektsii/,covid-19
703,https://medportal.ru/mednovosti/v-britanii-nachnut-ispolzovat-analiz-krovi-dlya-ranney-diagn/,рак
704,https://medportal.ru/mednovosti/u-molodyh-lyudey-stali-chasche-razvivatsya-insulty-no-ne-infar/,инсульт
705,https://medportal.ru/mednovosti/aktualnye-aspekty-immunoprofilaktiki-orvi-i-covid/,орви
706,https://medportal.ru/mednovosti/vysokiy-sahar-v-krovi-bez-diabeta-mozhet-uvelichit-risk-smert/,covid-19
707,https://medportal.ru/mednovosti/patsienty-s-covid-f4e4a9a2-bbc9-4f79-9b5d-15159abbd9db/,covid-19
708,https://medportal.ru/mednovosti/uchenye-opisali-novye-sluchai-povrezhdeniya-glaz-ultrafioletovy/,covid-19
